,content,score,at
9700,"Terimakasih banyak adakami sudah membantu saya saat membutuhkan dana dadakan. dengan waktu yang cukup singkat beberapa menit sudah cair, terimakasih atas kepercayaannya. Teman teman jangan lupa untuk berdoa saat ingin pinjam sesuatu, insyaallah semuanya akan dipermudah oleh yang maha kuasa.",5,2020-12-31 09:29:07
7876,"Terpaksa saya hapus aplikasinya bunga pinjaman banyak juga kirain sesuai iklanya bunga nya sedikit eh tau2nya gak juga, masih menang dan untung saya pakai kartu kredit.... bye lah yaa",1,2021-01-01 03:00:39
4728,"Pertama terima kasih buat adakami yang sudah membantu, rencana Akan saya lanjut ke pengajuan kedua, tapi yang saya timbang2 dan memberatkan adanya biaya layanan yang besar dan melebihi besarnya bunga pinjaman, seandainya biaya layanan bisa dikecilkan sewajarnya, pasti gak pikir panjang dan bisa direkomendasikan kepada yang lain... Terimakasih...",5,2021-01-01 03:25:36
6643,"baru mau mengajukan pinjaman saja sudah langsung di tolak, sangat kacau!! padahal data sudah 100% benar. awas saja data2 saya di gunakan untuk sesuatu yang aneh2. dasar aplikasi pencuri data!!!!! hati2 bagi yang mau pinjam di apk ini. awas hati2 dgn data2 pribadi anda.",1,2021-01-01 04:43:11
8751,"Cepat mudah dan gak ribet, saran saya bagi pelanggan yg bayar lebih awal dan jauh pada waktu yg di tentukan, di kasih bonus pocer atau dison bunga pembayarannya kah, itu saran saya😊😊😊",5,2021-01-01 07:50:53
9874,Aplikasi ini.cukup bagus tapi..giliran blom jatoh tempo ..sudah berisik...tolong lah ..blom jatuh tempo sudah minta di bayar..kasih ..teloransi nama nya utang pasti di bayar ...tpi jangan begitu.jangan nagih blom waktu nya.tpi ada kmi ..siip👍..lah maksih sering membantu,5,2021-01-01 09:48:24
8089,"Pinjam untuk yang kesekian kalinya. Ditolak, dengan alasan kredit skor tidak mencukupi, padahal ini pinjaman sudah kesekian kalinya. Dan pembayaran selalu tepat waktu... Padahal lagi butuh banget..",1,2021-01-02 03:34:21
8604,Terimaksih adakami prosesnya cepet tidak ada 1 jam dah berhasil.dan langsung ditransfer ke rekening bank pribadi.semoga adakami tambah sukses dan maju..tanpa ribet dan langsung bisa menolong untuk modal usaha..trimks,5,2021-01-02 07:33:40
9941,Maaf tolong beri saya penjelasan pinjaman saya tlah di setujui pencairan dana akan masuk kedalam rek selama 1x24 jam setelah saya cek kembali tagihan pembayaran saya telah tertera sedang kan dana yg saya pinjam belum masuk ke rekening saya saya coba nlp cs nya tapi tidak bisa ini penipuan atau kayak mana ini atau ini semacam pemerasan,1,2021-01-02 08:26:28
7059,Di coba dulu baru rasakan.... kira tidak bisa pinjol di adakami ternyata bagus aplikasi nya. Trimkasi udah bantu saya bisa perbaiki rumah yang bocor... tq adakami,5,2021-01-02 08:59:19
8303,"Ayo yang baru baru pinjaman pertama ajuin aja pasti di Acc, klo udah di acc galbay aja , percuma di bayar sebelum jatuh tempo atau pas jatuh tempo jg, nantinya pengajuan ke 2 nya pasti di tolak 100% alesannya Data kurang lengkap wkwkwk , klo kurang lengkap knpa pas pengajuan pertama di acc kan Tolol. Malah data kita di alihkn ke pinjol ilegal suruh pinjem ke pinjol lain CS ada kami nya WA sy d arah kan ke pinjol ilegal",5,2021-01-02 12:29:19
3656,"BURUK ! pengajuan pertama acc, bayar sebeum jatuh tempo. Pengajuan ke dua zonk ! Alasan skor kredit, alasan usia, alasan ktp. Yg mana alasan semua itu padahal harusnya sudah bisa langsung di acc tanpa mengecek ( kecuali skor kredit karna tidak di beri tahu ). Sungguh aplikasi yg buruk untuk pinjaman ke dua Saya pribadi sebenernya tidak merekomendasikan anda semua untuk meminjam di aplikasi ini karna hanya bisa meminjam 1x saja. TERIMAKASIH ATAS PENGALAMAN BURUKNYA !",1,2021-01-03 03:39:26
7285,"Tolong dong apus nomer saya dari apk ini, saya baru daftar aja udh di telponin terus, di smsin terus padahal saya belum sempat minjam di aplikasi ini, tolong ya ini mengganggu banget, saya juga daftar di apk lain tapi gk sampe di telponin terus atau di smsin terus kya gini, saya gk nyaman banget tolong apus nomer saya",1,2021-01-03 04:43:08
9839,"Sampai saat ini saya merasa nyaman meminjam di adakami, tapi tolong untuk data di jaga dengan baik. Karena semakin banyak telpon dan SMS masuk yang mengatas namakan pinjaman online. Terima Kasih",3,2021-01-03 07:32:26
9267,"Bagus cepat cairnnya tp sayang pembayaran pertama harus tempo, kesana nya bisa di bayar 5k atau 10 tetapi tetap sayah kasih 4 bintang terima kasih AdaKami atas pinjaman dananya.",5,2021-01-03 08:13:09
7769,"udah di lunasin dan ada notif suruh mengajukan kembali tapi pas gw ajuin ada telp masuk gak ke angkat aja langsung pinjaman gagal , aneh bgt gak jelas aturan mah kalo mau telpon lagi biar enak jgn maen batalin aja . udah di bayar secara baikbaik malah kaya gitu . tolong di tindak lanjutin agar sistemnya gak seperti itu . udah tau bayar gak pernah telat tapi kredit scoring kurang cuma gara2 gak angkat telpon doang . aneh aneh",2,2021-01-03 12:44:21
9039,"Proses cepat, transparan di awal.. baik tenor, jumlah tagihan dan jangka waktu pengembaliannya, disertai dokumen yang jelas.. Proses pencairannya pun cepat... Mantabbbbbb 🖒🖒🖒🖒",5,2021-01-03 15:39:02
8226,Percuma verikasi saya tetap di tolak padahal daya isi data sebenarnya masih aja di tolak Saya pengajuan sudah 4 kali ditolak .cuma main data perkiraaan gak bisa kalau lo gak surve percuma .sistem aja Saya di tolak tidak papa kalau emang benar saya memalsu data apa tidak sesuai .tapi riel apa adanya Trimakasih adakami,5,2021-01-03 18:52:10
6421,Verifikasi nya gimana y??saya sedang mengajukan pinjaman ada email masuk untuk verifikasi dlm email ada link buat verifikasi tp pas diklik malah cm masuk browser aja gimana dong ribet amat yh,3,2021-01-03 23:38:38
6774,"Belum jatuh temponya sudah di telponi dengan nada ngece kalo g bisa bayar, sy sudah itung semua itu kecuali kl sy g kerja baru, kalo sy terlambat boleh lah,,ini kurang 4 hari udah di anggap g bayar, ngingetin boleh tapi ya yg baik",1,2021-01-04 05:28:19
9303,"Sangat puas👌👌 Pokoknya aplikasi pinjaman Adakami adalah aplikasi pinjaman yg cepat respon,cepat pencairan,dan aman. Smoga Adakami slalu memberikan yg terbaik pada stiap nasabahnya.",5,2021-01-04 07:59:45
9549,"Aplikasi ini btl"" real dan nyata,tdk bohong"",terima kasih sudah membantu masalah keuangan saya,sya pasti akan byr tepat waktu,tpi tolong nnti limitnya dinaikan yah😂",5,2021-01-04 10:26:55
3657,Ada kami aplikasi yg sangat membatu kami d mana saat ini kondisi nya seperti ini pengajuanya gampang tidak dan tidak sulit dan jelas rincian nya semua semoga yg lain tertarik dgn aplikasi ini tenor nya panjang membantu bangat limit nya lumayan besar tergantung penilaian analis aja sih gmn kita nya coba deh klu ngak percaya !,5,2021-01-04 13:55:22
6993,"Kak saya sudah mengisi data pribadi di aplikasi ini, tapi sya belum mengajukan pinjaman sama sekali, sya sudah logout dan hapus aplikasi, apakah data saya aman, dan tidak di salah gunakan,,,mohon jawabannya kak, saya takut ada pinjaman yg mengatasnamakan sya... terima kasih",5,2021-01-04 14:12:25
6199,Aplikasi gk jelas bngt...pembayaran lancar...peminjaman selanjutnya gk di acc...aplikasi terburuk yg pernah sy alamu seumur hidup ini...aplikasi gk punya modal...setelah dpt tagihan user lain baru bisa di acc...itu pun klo dpt tagihan...gk bermutu ini aplikasi...,1,2021-01-04 16:14:19
7332,Saya ucapkan banyak terima kasih buat ada kami....meskipun pembayaran telat tp penagihannya sopan2 dan waktu pinjam 2x gampang meskipun turun limitnya (memang kesalahan saya)mohon dipertahankan pelayanannya yg baik semoga ada kami makin maju dan makin diberkati,5,2021-01-05 00:19:30
4885,Pengajuan lagi ditolak dengan alasan yang tidak jelas. Padahal pembayaran cicilan 2 bulan selalu lancar bahkan cicilan bulan terakhir sudah dibayarkan dari 1 bulan sebelumnya. User dg kredibilitas baik tidak mendapatkan service yang baik pula,1,2021-01-05 02:07:16
3795,"PAYAH.. Aplikasi Pinjol ngga jelas.. ☹️👎 Pinjaman pertama sudah dibayar lunas jauh sebelum jatuh tempo, diberi PHP untuk pengajuan kembali tapi malah ngga bisa dengan alasan skor kredit yg ngga jelas ☹️ padahal TKB90% saya 100%. Mending akulaku, kredivo, finmas dan kredit pintar yg masih bisa memberikan pinjaman tanpa alasan apapun setelah pinjaman kita dibayar lunas sebelum jatuh tempo.",1,2021-01-05 02:49:00
7209,"Baru download, terus langsung mengajukan langsung disetujui. tapi belum di tf ke rekening masih nunggu. di pesannya 1x24jam. semoga sebelum 1x24jam sudah cair. thanks adakami, sangat membantu",5,2021-01-05 04:20:32
8449,"Ada kami tlng sy, sbtr lg pnjm sy jatuh tempo, aplikasi dihp sy ke hapus, tp login dikarnakn sy sdh ganti no baru, bgmn cara sy login lg, krn aplikasinya msh pake no lama yg sdh hilang, mohon bantuannya, trims..",5,2021-01-05 06:26:38
6420,Pengajuan hari minggu tanggal 3/01/2021..tapi sampe skrang uang blom masuk ke rekening saya katanya 1x24 jam ini udah lebih dari 1x24 jam yang lebih parah lagi jatuh tempo penagihan kok udah keluar ini gila namanya...kalo di tolak tolak aj itu lebih baik dari pada status pengajuan di setujui dan jatuh tempo udah keluar...uang y belom di transfer ke rekening saya haddeeh...apaan ini baru pertama aja udah jelek prosesnya...udah 2 x di email gak ada balasan...tolong donk di tindak lanjuti.,5,2021-01-05 06:32:50
4023,"Saya sangat puas dengan layanan aplikasi ""AdaKami"",, sangat membantu sekali disaat pandemi ini,, pengisian datanya mudah dan gk ribet, proses pengajuannya juga cepat, gak perlu nunggu lama uangnya langsung cair ke rekening. Thankyou ya ""AdaKami"" sudah membantu saya.. Bagi teman-teman yang sangat membutuhkan dana tambahan, silahkan download aplikasi 👉AdaKami, dijamin puas.. #AdaKami memang mantaaaaappp👍👍👍👍",5,2021-01-05 06:40:38
9724,"Aturan adakami sangt aneh,padahal bayarnya sebelum jatuh tempo,terus di suruh untuk ajukan lagi,eh pas di ajukan lagi nggak di acc... Aplikasi bkin pelangggan sangat kecewa",2,2021-01-05 07:57:36
8450,"Aplikasi pinjaman yang recommended ga sampe 1 jam dana sudah cair, sekedar masukan kalau bisa bunga pinjamannya jangan terlalu gede hehe.",5,2021-01-05 07:59:08
7705,"Barusan saya udah bayar sblum jatuh tempo,pembayaran lewat m-banking tapi gagal trus,saya pergi ke atm terdekat sama gagal tapi saldo di atm saya berkurang sbesar jumlah tagihan ...knpaa ya aneh,tpi sampe skrng gak ada notifikasi",2,2021-01-05 13:45:09
9188,Jujur saya terbantu. Tapi untuk proses pengembaliannya saya sangat kecewa. Hari ke 5 sebelum jatuh tempo sudah di telpon dan dengan bahasa yang kurang sopan. Sekedar saran untuk memberi info jatuh tempo mohon dengan bahasa yang sopan dan santun. Terimakasih. Saya sangat terbantu.,3,2021-01-05 13:52:46
8002,"Saya kasih bintang 5 walaupun pinjaman ke dua tidak di acc padahal pelunasannya sebelum jatuh tempo, semoga ada kami dapat lebih konsisten dengan customer yg tepat waktu . Ternyata banyak yg ngerasain juga",5,2021-01-05 14:12:20
7484,"Ya ampun gk nyangka, bisa pinjem dana di sini, kebetulan saya lgi untuk modal usaha jdi ngebantu bgt, terimakasih adakami, sudah membantu saya, proses cepat bgt, dan bunga rendah, terbaik pokoknya 😀",5,2021-01-05 18:34:42
5867,"Untuk pertama kalinya dan pinjaman perdana dengan limit cukup besar dan tenor cukup lama... Proses dari pendaftaran tidak ribet lalu proses pengajuan pinjaman tidak lama, serta proses pencairan masuk dalam rekening cepat... Terimakasih AdaKami",4,2021-01-06 00:47:14
3889,"Suka sih tapi tolong dong dikurangi menelponnya.. belum juga jatuh tempo sudah ditelpon terus setiap hari berkali"". Bukan apa"" tapi risih aja gitu, kan kita bisa lihat di aplikasi tanggal jatuh tempo dan juga mengingatkan bisa lewat SMS/WA tidak perlu ditelpon terus. Jika khawatir tidak membayar lalu apa gunanya data yang diajukan?? Tolong deh, asli risih banget.",5,2021-01-06 04:05:27
6041,"Mana saya sudah kirim aktivasi data, tapi tidak bisa juga, aplikasinya susah dan tidak bisa digunakan... Gak baguss, info yang bisa digunakan dan caranya gimana? Kalau gak bisa tolong hapus data saya dan tolong dihapus... Saya tidak jadi meminjam...",1,2021-01-06 06:27:25
7221,"Aplikasi Alhamdulillah Sangat cepat dan sangat bisa membatu trimakasih Adakami, insyalloh saya kemabalikan sesuai tanggal nya dan akan lebih awal..",5,2021-01-06 08:34:50
9948,Ada kami cukup bagus untuk pengajuan cepat di acc namun saya ingin menyarankan kalau bisa tenor nya jangan naik turun dan di perpanjang lagy dan limit nya di naikkan karna td pagi saya di tlp limit nya bisa naik tp pas pengajuan limit tetep sama dan tenornya jadi turun,3,2021-01-06 09:16:58
9040,"Terimakasih adakami ,semoga adakami selalu membantu yg lagi membutuhkan , mana ramah cara mengingatkan tagihan klo mau jatuh temponya , sukses selalu buat adakami",5,2021-01-06 14:12:02
7494,"Dalam segi layanan dalam aplikasi sih bagus banget... Cepat dan mudah bgt TAPI!!! yg gw gak suka itu belom jga jatuh tempo masih 3/4/5 hari lagi mw jatuh tempo di telponin....!!!! Terooossss!!! Orang jga pnyaa privasi nya lah dan gw selalu bayar tepat waktu.... Ampas bgt dah, malah nelpon kyak ngancem akun gw gak bakal bisa buat pinjam lgih lah apalah... Lah emang nya GW PERNAH TELAT MINJEM DI ADAKAMI??GAK KAN!! Blm jga jatuh tempo udah di telponin terosss ajg!! Emng sangat membantu tpi dikejar""",1,2021-01-07 01:19:35
3849,Aplikasi ini sungguh sangat tidak memuaskan dan saya kecewa pinjam uang 8ratus ribu tiba2 cek mutasi ada potongan 105ribu aplikasi apa nih seharusnya kalo ada potongan konfirmasi dulu dong harusnya aplikasi ini bisa membantu bukan malah nyusahin pengguna mana bunga nya jdi gede bgt lagi ... Ga lagi2 deh pake aplikasi ini,1,2021-01-07 05:05:17
6255,Iklan nya waaah yg katanya langsung cair tanpa ini dan itu..tp kenyataannya masih ribet juga..malah ada yg gak acc cair..gak usah berlebihan buat iklan klo masih ada yg gak bisa cair...,1,2021-01-07 06:52:29
5798,Untuk smtara ksh bintang 4 dulu.. kirain bunganya kecil sprti yg diiklankan.. ternyata sama aja dengan app pinjol yg lain.. tapi cukup bermanfaat di saat ke pepet krn prosesny cepat.. trimakasih!!,4,2021-01-07 11:05:56
9168,"Mantap keren canggih, super cepat terima kasih akademi, pelayanan fast respon😘,,,, terima kasih adakami,,, saya pngajuan ke 2,,, semoga pngajuan selanjut yh dapat meningkat lg untuk limit pijaman yh, the for adakami🥰🥰🥰🥰",5,2021-01-07 12:22:24
8170,Mohon maaf sbelumnya kpda teman2 nasabah yg mempunyai berbagai macam kendala di registrasi adakami sebetulnya reg tdk trlalu sulit hanya saja perlu ketelitian juga bersabar. Sy berterimakasih diberi kemudahan pinjaman online di adakami yang ke 2 kalinya. Untuk itu kami harap adakami harus lebih maju dari limit pinjaman sampai maxsimalnya. Selama ini kami blm menemui kendala dan smoga tidak terjadi kpd kami. Salam sukses ADAKAMI,5,2021-01-07 15:54:23
9696,Limit saldo di tambah biar memudahkan untuk peminjam Dan proses juga dimudahkan persetujuan langsung cair 5menit.... trimakasih respon sangat cepat dan baik... sukses selalu,5,2021-01-08 04:34:08
7766,dana bisa langsung cair saya senang sekali dan sangat membantu. tapi saya sudah melunasi pembayaran pas jatuh tempo kok masih saja d telpon2 d suruh melakukan pembayaran. mudah2an kedepannya lebih baik lagi. terima kasih saya kasih bintang 5.,5,2021-01-08 05:32:24
9542,Memang ada kami aplikasi yg paling okeee..sangat membantu sekali mangkanya ku kasih bintang 5 proses cepat dan langsung cair ke rekening setelah di ACC langsung di peroses,5,2021-01-08 06:59:43
9692,"Diliat dari komen para pengguna aplikasi ini rata-rata bintang dua, sorry ga jadi mending hapus aj ni applikasi. Mas, mba, pak atau Bu jgn pada menggunakan applikasi ini sangat tidak membantu malah akan menimbulkan masalah baru.",1,2021-01-08 07:58:07
3793,AdaKami tidak seperti Aplikasi Yang lain karena sy pernah kredit salah satu aplikasi setelah saya lunas saya ajukan lagi di tolak dan harus kembali waktu yang di tentukan saya kembali pada waktu yang di tentukan di tolak lagi Selama 4 kali... Akhirnya saya coba AdaKami pas saya liat iklannya awalnya ga yakin karena saya salah input nama setelah saya di suruh ulang lagi ternyata di Acc... Makasi AdaKami semoga makin jaya dan amanah dan nasabah makin banyak pertahankan terus didikasi kredit,5,2021-01-08 11:03:34
7703,Dua dlu lah ...cpet si cairnya ...tapi maaf sebelumnya jatuh tempo masih 3 hari ..udah di teror di telpon..tiap pagi siang dan malem..mengganggu sekali ..tolong untuk admin...jngan khawatir....kami para nasabah tidak akan kabur ...tolonglah di tingkatkan lagi ..kasihan kan yg lagi main game di telpon mulu... Dan tolong kalo bisa ..dicicil dong masa gak bisa dicicil..langsung segede itu..tolonglah admin ini apka sudah bagus,2,2021-01-08 12:23:23
8337,"Puas banget pkai app ini tuh, bisa dicicil 2 bulan, ya meski pas habis pinjem udah lunas pinjem lagi gagal tpi pas waktunya udah bisa buka lagi langsung bisa minjem lagi mantap",4,2021-01-08 13:17:40
7195,"Awal pinjam sampai pinjam yg ke 3kalinya, pelunasan selalu tepat waktu tapi setelah pengajuan kembali yg ke 4kalinya malah ditolak, oke terimakasih tim ada kami. Saya kasih bintang 3 saja.",3,2021-01-08 13:21:13
5225,Sy barusan bayar padahal jatuh tempo masih bsk tgl 09/01/2021saya ga pernah terlambat bayar.tp pas pengajuan lagi malah ditolak dengan alasan kredit skor kurang.kredit skor yang mana org data jg udh jelas2 yang kmaren diajukan dan ini yg ke 4x nya pinjam. Biasanya lancar lancar aja. Aneh!!!!. Kalo emg ga ada duit ya kasih tau kalo ga bisa ngasih pinjaman lagi. Kecewa banget.... 👎👎,1,2021-01-08 13:26:59
9812,Sya pengguna baru dan baru saja mengajukan pinjaman 1jt tp knp pembayaran tidak bisa di cicil ya.. tidak ada rincian nya tuk pembayaran cicilan,2,2021-01-08 19:44:55
7298,"Saya sdh beberapa kali pinjam dan Pelunasan selalu lebih awal tp kenapa malah turun tenornya,, yg cicilan 2x (2 bulan) hilang,, setelah pengajuan lg malah di tolak,, apakah adakami sudah mulai kekurangan lender. Atau lebih fokus melayani nasabah baru.",1,2021-01-08 21:48:14
